SongName	COUNT(*)
Daylight (feat. Travis McCoy)	3
Love Somebody	1
Jesus to a Child	2
I Want To Hold Your Hand - Remastered 2015	1
Someone You Loved - Future Humans Remix	1
My Life	1
Can You Forgive Her? - 2001 Remastered Version	1
She's My Winona	2
Splish Splash	4
Who Let The Dogs Out	1
Wild World	1
Can't You Hear My Heartbeat	2
Walk This Way	1
Woman, Woman	2
Escapee	1
80s Mercedes	1
San Francisco (Be Sure to Wear Flowers in Your Hair)	2
Like a Drum	5
Hello Mary Lou (Goodbye Heart)	3
This Guy's In Love (With You)	2
They're Coming to Take Me Away, Ha-Haaa!	1
Fireball (feat. John Ryan)	1
Fallin’ (Adrenaline)	1
Hollywood	2
Leave a Light On (7" Mix)	1
Big (feat. Gunna)	1
You Oughta Know - 2015 Remaster	2
Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)	1
Galveston - Remastered 2001	1
All Day and All of the Night	5
Ghosts 'N' Stuff - Radio Edit	1
Goodness Gracious	1
Welcome To New York	2
Why'd You Only Call Me When You're High?	1
Let's Get Ridiculous	2
Blame It on the Boogie	1
The Unicorn	3
Little Wonders - Radio Version	2
(There's Gotta Be) More To Life	1
Falling to Pieces	1
Said I Loved You...But I Lied	1
Uptown	2
Aquarius/Let The Sunshine In (The Flesh Failures) - From the Musical "Hair"	1
Good Days	1
Bristol Stomp	1
When Something Is Wrong With My Baby	1
Rockabye (feat. Sean Paul & Anne-Marie)	2
Candyman	2
See You at the Show	4
Now I Can Dance - Single Edit	2
Young And Beautiful [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix Radio Edit	1
Dance The Way I Feel	2
Pumpkin Soup	1
Charlie Brown	2
This Boys In Love	3
Midnight (The Hanging Tree)	1
What Have They Done To My Song Ma?	2
What Goes Around...Comes Around - Radio Edit	1
Brokenhearted	1
We Close Our Eyes	2
The Pretender	2
Ashes to Ashes	1
Groove	3
Know No Better (feat. Travis Scott, Camila Cabello & Quavo)	1
White Room	2
Really Don't Care	2
Art of Love (feat. Jordin Sparks)	2
You Don't Know How It Feels	5
We Are The People	2
Layla - 40th Anniversary Version / 2010 Remastered	2
Most People I Know	1
Let Me In	2
Smoky Places	1
Tip Toe (feat. French Montana)	1
Blame It on the Bossa Nova	1
The Ballad of Mona Lisa	3
Conqueror	1
Fernando	1
21 Questions	1
We Walk	2
Can't Hold Us (feat. Ray Dalton)	3
Next To You (feat. Justin Bieber)	3
Show Me Love - Radio Version	2
Into The Great Wide Open	1
Better Than Love - Radio Edit	3
Chasing Pavements	1
Pride	1
Making Memories Of Us	1
Shimmy A Go Go	2
Do It With Madonna	1
Junior’s Farm - 2014 Remaster	1
Young Blood	1
Hot In Herre	2
Megamix - Radio Version	2
Where Or When	3
Rock the Casbah - Remastered	2
Billionaire	2
I Am the Beat	2
How Do You Sleep?	4
Dream Girl	1
Broken Bones	2
All Of The Dreamers	1
Better Off Alone	2
Smiley	2
The Zephyr Song	3
Neopolitan Dreams	1
Pony	3
You Can Depend On Me	2
I Was Made for Dancin'	1
You Make It Real	1
Together Again	1
Sun Comes Up (feat. James Arthur)	1
Open Your Mind	1
Hello Stranger	2
Careless Whisper	1
Twistin' Matilda (And the Channel)	2
I Want to Know What Love Is - 1999 Remaster	4
Ironic - 2015 Remaster	2
We No Speak Americano - Radio Edit	1
You Give Me Something	5
Interstate Love Song	3
Long As I Live	1
The Pied Piper	1
Stupid Girls	2
Take It from Me	1
Padam Padam	3
Baby, Baby	3
Stay High - Habits Remix	1
Life's Been Good	1
Pure Massacre	1
Boys Like You	3
More Than Words	1
Judy in Disguise (With Glasses)	1
Always Where I Need To Be	1
Whataya Want from Me	1
One Summer	1
Shadow Dancing	1
Right By Your Side - Remastered Version	1
To Whom It Concerns	3
Wild Love	1
Rainy Days And Mondays	2
Mother Mother	1
U Can't Touch This	1
9 PM - Till I Come - Radio Edit	2
Lust For Life (with The Weeknd)	1
Sing Hallelujah!	2
Such a Night	2
I Can't Go for That (No Can Do)	1
From a Distance	1
The Way You Move (feat. Sleepy Brown)	3
Sing	6
Piece of Me	1
Girl Crazy - 2011 Remaster	2
Six Months in a Leaky Boat	3
You Don't Know Me (feat. Duane Harden) - Radio Edit	1
Myself	1
Just You and I	2
I've Been Everywhere	1
Big World	2
I Want Your Sex - Pts. 1 & 2 Remastered	1
Tell It on the Mountain	2
Dangerously	1
Mama Told Me (Not To Come)	1
Rag Doll	2
Short Skirt / Long Jacket	3
Sugar Sugar	1
Make Me an Island - 1969 Recording	1
Give Me Love (Give Me Peace On Earth)	2
Take Five	2
Devotion	1
Just A Kiss	2
Angel Of The Morning	7
Shout To The Top - Full Version	2
You've Got A Way	3
Too Little Too Late	1
Patches	1
Takeaway (feat. Lennon Stella)	1
Where Have All The Flowers Gone?	1
Dreadlock Holiday	1
Lay It On Me	2
Goldfinger - Main Title	1
I Wanna Dance With Somebody - CHR Mix	3
Hangin' Tough	1
Good Luck Charm	3
Those Were The Days - Remastered	1
Bones	2
American Dream	2
Fast Car - Acoustic	1
Cross Me (feat. Chance the Rapper & PnB Rock)	1
I'm Not Over	3
Love to Love You	1
Hey Joe	1
Whatever It Takes	3
(I Just) Died In Your Arms	1
My Baby Just Cares for Me	1
No Particular Place To Go	1
Runaway '67 - Remastered 2006	2
Starstruck (with Kylie Minogue)	1
Ring of Fire	3
Feelings	1
Nikita	2
No One Else Comes Close	1
you broke me first - Luca Schreiner Remix	3
Body	3
Love in the First Degree	2
Green Green Grass	1
I Don't Like It	1
Take My Heart	1
Senses Working Overtime - Remastered 2001	2
Release Me	1
Boys In Town	2
Barbados	2
You're The Best Thing	2
You Got It All	3
Free Me	2
Viva Las Vegas	2
Can't Hold Us Down (feat. Lil' Kim)	4
Leave Out All The Rest	1
Everywhere I Go	1
Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix]	1
Jack & Diane	2
Lose Yourself	2
Wish You Well	1
Face Down	1
I Wouldn't Trade You For The World	3
Hear You Me	2
Baby I'm-a Want You	1
Wait	3
Light It Up (feat. Nyla & Fuse ODG) - Remix	1
fOoL fOr YoU	1
Live While We're Young	3
If I Lose Myself - Alesso vs OneRepublic	2
Waiting On the World to Change	1
Let Me Be Me	3
34+35	1
The Nips Are Getting Bigger - Remastered	1
Awkward	1
Bruises	1
Holly Holy - Single Version	1
Love In Motion	1
In the Summertime - Single Version	3
You're The One That I Want	3
Daylight	3
Leaving Your Keys	2
I Need You	1
Lovin' You	2
Something's Burning	1
Fool, Fool, Fool	1
You're in My Heart (The Final Acclaim)	1
Gonna Make It	1
How Come	1
Things Can Only Get Better	1
One of Them Ones	1
I Love You	1
I Don't Know How To Love Him	1
good 4 u	3
I'm into Something Good	1
Can't Get Enough Of Your Love, Babe	2
Days Like This	1
It's a Game	1
I Drove All Night	2
When You Believe (from "The Prince of Egypt")	1
Twisted	1
Gotcha	1
I Fought the Law - Single Version	2
Don't You Worry	1
Trip	3
Natural	1
On Hold	2
Love Is All Around	3
Boys	1
Wand'rin' Star (From the "Amazon Prime - Dog With A Bad Leg" TV Advert) - Remastered	1
Calling Occupants Of Interplanetary Craft (The Recognized Anthem Of World Contact Day)	1
True Tears Of Joy	2
EveryTime I Cry	1
Spin the Black Circle - Remastered	1
In My Mind	1
Rock Me	1
Last Night (feat. Snoop Dogg and Bobby Anthony) - Extended Mix	2
Lot to Learn	2
Shot Caller - Radio Edit	2
Pretty Little Angel Eyes - Remastered	1
I Must Be Seeing Things - Remastered	2
Ass Back Home (feat. Neon Hitch)	4
Bloke	2
A Simple Life	1
Daydreamer	2
The Reeling	2
Steer	2
Rock And Roll All Nite	1
In the Chapel in the Moonlight	1
Closer to Free	2
Dance with Me Tonight	2
Jean	1
To Be Human	2
Please Help Me, I'm Falling	2
Boom Boom Boom	3
Black Superman (Muhammad Ali)	1
Angel Eyes	2
(I've Had) The Time of My Life - From "Dirty Dancing" Soundtrack	4
Sweet Sixteen	1
Crying Out For Me - Main	1
Kill For Your Love	1
The Weight (with Jimmy Barnes)	1
Where the Party At (feat. Nelly)	2
It's Time To Cry	1
Don't Go	4
Could I Have This Kiss Forever	2
Pasadena	1
Always On Time	4
A Hard Day's Night - Remastered 2009	1
Lasso	1
The One That You Love	2
Friday To Sunday	2
Son Of A Preacher Man	3
Only When You Leave	2
Turn the Beat Around	1
Hungry Eyes - From "Dirty Dancing" Soundtrack	1
Hideaway	2
Day Drunk	2
This Girl Is a Woman Now	2
Te Amo	3
Whatta Man	3
Stay Another Day	2
I Won't Kneel	2
You Little Thief	1
If You Love Me	2
I Write Sins Not Tragedies	2
Sitting, Waiting, Wishing	1
All I Hear	3
You're a Friend of Mine	1
Dangerous	2
Talk of the Town	2
Mysterious Ways	1
You're So Vain	1
Ready or Not	1
Never Gonna Leave This Bed	2
Bridge of Light	1
Rock DJ	1
1, 2 Step (feat. Missy Elliott) - Main	1
Get Over You	1
Mama Said	2
Suspicion	2
That'll Be The Day - Decca Version	1
This City	1
Don't Stop (Wiggle Wiggle) - OHB Radio Edit	1
1, 2, 3, 4 (Sumpin' New)	1
Landslide	2
Lady - Hear Me Tonight	1
Say You'll Be There	1
50 Ways to Leave Your Lover	1
The Hitman - 7'' Mix	3
Can't Feel My Face	3
Foreplay / Long Time	2
The Legend Of Xanadu	1
Anchor	1
We've Only Just Begun	2
Met Him Last Night (feat. Ariana Grande)	1
Love of the Common People	1
Your Power	1
Erotica	1
This City - Luca Schreiner Remix	1
Die Young	2
Love at First Sight	1
What a Fool Believes	1
Take It All	1
Peppermint Twist	1
Take Cover	1
1-2-3-4 (Sumpin' New)	2
Don't Miss You	1
Supersoaker	1
New Sensation	2
Time of Our Lives - Radio Edit	2
Watermelon Sugar	2
Louie Louie	1
This Is What You Came For	1
Hats Off To Larry	2
On Bended Knee	1
Billy Don’t Be A Hero	1
Last Song	1
Heart Of Stone - Mono Version	1
Hey Hey Hey (Pop Another Bottle) - Video Edit	2
Love Plus One	3
Make It Last	2
Take Your Shirt Off	2
Love Me	3
What If I	1
Just Love You	1
Magic Number	1
Tightrope	3
Short Memory - Remastered Version	2
Not Pretty Enough	2
First Of May	1
Diane	1
Get Right	1
Love Is All I Got	2
Crazy Little Thing Called Love - Remastered 2011	2
Rebel Yell - Remastered 1999	2
Lady Marmalade - From "Moulin Rouge" Soundtrack	1
Linger	1
Fishin' in the Dark	5
Where I'm Going	2
Chewy Chewy	1
Oh! Hark!	1
Heart Skips a Beat (feat. Rizzle Kicks)	1
Treaty - Radio Mix	5
Ride It	1
Your Mama Won't Like Me - 2017 Remaster	1
After the Loving	2
The Boys Light Up - Remastered	1
Because I Got High - From "Jay And Silent Bob Strike Back" Soundtrack	1
Do You Wanna Be - Single Version	1
Would You Lay With Me (In A Field Of Stone)	1
Can You Feel It - 7" Version	1
Unconditionally	3
Because You Loved Me (Theme from "Up Close and Personal")	2
Stay (feat. Maty Noyes)	1
Notion	1
No One Is To Blame	2
Dakota	1
Think of Me	1
Shake Your Groove Thing	1
2012 (It Ain't The End)	1
Feels So Right	1
Apeman - 2014 Remastered Version	3
I'll Be Gone	1
Memphis	2
What Now	2
Your Body Is a Wonderland	2
Young World - Remastered 2005	1
Everything You Need - Original Mix - Edit	1
Father And Son - New Steve Mac with Strings	1
Alice Long (You're Still My Favorite Girlfriend) - Mono Version	1
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]	1
Mockingbird (With Margaret McLaren)	1
At Seventeen - Remastered	1
Atlantis	1
Can't Stop the Music	2
She Bangs - English Version	1
Love in This Club (feat. Young Jeezy)	4
Untouchable (Originally Performed by Taylor Swift) [Vocal Version]	1
Sometimes Love Just Ain't Enough	1
Three Times A Lady	3
Love Theme from St. Elmo's Fire - Instrumental	1
Shut Up and Let Me Go	2
It Will Rain	1
The Hardest Thing	1
Pride (In The Name Of Love) - Remastered 2009	1
A Swingin' Safari	3
Crocodile Rock	1
Tragedy	2
Around the World (La La La La La) - Radio Version	1
Addicted to Bass	1
Used To Love (with Dean Lewis)	2
Girl On Fire	2
Streets of Philadelphia - Single Edit	1
Everything I Own	1
Up (feat. Demi Lovato)	1
Turn Down for What	2
Start Again (feat. Logic)	1
Shoop	1
Poison Ivy	2
Funky Town	1
Style	3
What Do I Know?	1
We Love You - Single Version/Mono	2
Take Good Care of Her	2
Club Can't Handle Me (feat. David Guetta)	2
Don't Turn Off The Lights	1
All Over You	3
Morning Glory - Remastered	1
Lullaby - Original Radio Edit	1
Never Let You Go	2
This One's For The Girls	2
You Need To Calm Down	1
I'm A Believer	1
The Band Played the Boogie	1
Long Tall Glasses (I Can Dance) - 2010 Remastered Version	1
Wannabe	1
Run This Town	2
Collide - Radio Edit	1
See the Sun	3
Secret Love Song (feat. Jason Derulo)	3
If You Gotta Go, Go Now - 2007 Remaster	2
XXXO	1
Don't Start Now - Dom Dolla Remix	1
Lovin' Each Day	1
One Step At a Time	1
Lonely Night (Angel Face)	2
God's Plan	1
Girls on the Avenue	1
Ghetto Gospel	1
Telephone Line	1
International Love (feat. Chris Brown)	1
Love Story - US Album Version	1
Born in the U.S.A.	1
Overkill - Acoustic Version	1
Swan Song - From the Motion Picture "Alita: Battle Angel"	1
He's So Fine	1
I'm Kissing You	2
21	1
Wide Awake	1
Can't Say No	2
Busted	3
One, Two Step (feat. Missy Elliott)	1
Chunky	1
Ain't That Loving You Baby	1
Magic - Live	1
You Can't Hurry Love - Mono	2
Under the Bridge	3
Madness	2
Filthy	1
Beautiful Trauma	1
This Feeling (feat. Kelsea Ballerini)	1
Just Feel Better (feat. Steven Tyler)	3
Don't Stop - 2004 Remaster	2
Feel	1
Money Honey	1
Accidentally In Love	3
Not Many - Remix	1
Turn All the Lights On (feat. Ne-Yo)	1
It Feels So Good	1
Asshole	3
He's so Shy	1
DJ Got Us Fallin' In Love	1
Missing Piece	1
Sweet Caroline	1
Generation Why	2
What Do I Have to Do	1
Took the Children Away	1
Hit That	2
Heather Honey	1
Run Away	1
Mr. America	2
Won't Sleep	1
I'd Like To Teach The World To Sing (In Perfect Harmony)	1
Raining Again	1
Angel Baby	1
Growing on Me	1
Moral of the Story	2
OK Not To Be OK	1
This Ain't Love	1
Get the Party Started	1
We Connect	2
working	1
Lights On (feat. Ms Dynamite) - Single Mix	2
Katchi - Ofenbach vs. Nick Waterhouse	1
Is It Love	3
Like A G6	1
Pills N Potions	3
View From a Bridge	2
One Great Mystery	1
Do I Wanna Know?	1
Come to Me (feat. Nicole Scherzinger)	1
Stolen Dance	2
Wasn't It Good	1
Lifestyles of the Rich & Famous	2
Straight Lines	2
Put A Little Love In Your Heart	2
Raspberry Beret	2
Bow River	1
The One That Got Away	1
Save Your Kisses For Me	1
Steal My Sunshine	2
Can't Get Used to Losing You	2
They Won't Let My Girlfriend Talk to Me	1
Lay Back in the Arms of Someone	2
Over And Over - Album Version / Explicit	3
All You Need	1
Maria Maria (feat. The Product G&B)	1
In Love By Now	1
Heaven Help My Heart	1
The Reaper	1
Psycho Killer - 2005 Remaster	2
7 Things - Single Version	2
Clumsy	2
Barbra Streisand - Radio Edit	1
I Hear Motion	1
Bitter Desire	1
Chiquitita	1
Pointless Relationship	1
Too Good At Goodbyes	1
You Da One - Album Version (Edited)	1
The One I Love - Remastered 2012	2
Butterfly	1
You Belong To Me	1
The Lighthouse	1
Bonnie Please Don't Go (She's Leavin')	2
Predictable	1
Thunderball	1
Sound of Summer	1
Children	4
Get Up Offa That Thing	2
Don't Speak	3
Show No Mercy	2
Don't Let Me Get Me - Radio Edit	3
Flip	1
HIGHEST IN THE ROOM	1
Follow Me	3
Fat Bottomed Girls - Remastered 2011	2
Baby Blue - Remastered 2010	1
We Run The Night	1
Rock Your Baby	1
Seventeen Forever	1
(Remember The Days Of The) Old Schoolyard	2
If I Ever Fall In Love	1
Happier	1
Keep It Comin' Love	1
Baby I Don't Care	1
Old Sid	1
My Kind Of Scene	3
Dressed For Success	1
Dream Baby	1
True Blue	1
He Ain't Heavy He's My Brother	2
Laid	1
Sad Movies Make Me Cry	1
Born to Try	2
Hanky Panky	2
Showing Out (Get Fresh At the Weekend) [7''Version]	1
It's Too Late	2
It Ain't Me, Babe (with June Carter Cash)	1
Mama Do (Uh Oh, Uh Oh)	2
Throw Your Arms Around Me	1
Girl From Rio	1
Want U Back	4
Some Like It Hot - 2005 Remaster	1
I Wanna Love You Forever	1
When Tomorrow Comes - Remastered Version	1
Chariots Of Fire	1
Permission To Shine	1
Adore You	1
Make Love to Me	1
The Night Out	2
Standing In the Way of Control	2
Can'T Touch It	2
Stand Tall	1
I Wanna Be Evil	1
I'll Be There for You (Friends Theme)	1
Ruby Don't Take Your Love to Town	2
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa)	2
I'd Come for You	1
All Day and Night - Jax Jones & Martin Solveig Present Europa	1
No Light, No Light	2
Nothing Like Us	1
Dance Wiv Me	1
Just Another Day	1
Unpretty	2
7 Things	2
I'd Love You to Want Me	1
You Deserve Better	1
How Do You Do!	2
Arizona	1
Insensitive	1
F**kin' Perfect	2
Borderline	1
Morning Train (Nine to Five)	1
Don't Be Stupid (You Know I Love You)	1
Take on Me	1
Good Vibrations	3
Burning Up	1
Everytime You Need Me	1
You Got It	1
Arabella	2
Gettin' Jiggy Wit It	1
Don't Bet Money Honey	1
My Neck, My Back (Lick It)	2
Evacuate The Dancefloor	1
Black Magic	1
Say Say Say - Remastered 2015	1
Tears In Heaven	2
Where Are Ü Now (with Justin Bieber)	1
Sister	2
Young Turks - 2008 Remaster	2
Caught in the Middle	2
Love Hurts - Single Edit	1
Daisy a Day	1
Downhearted - Remastered	2
Do Ya	1
Dammit	1
Radio - Remastered	1
Try	2
Love Shack - Edit; 2019 Remaster	1
Theme from S-Express	1
Wild Wild West - Album Version - No Intro	1
In The Still Of The Nite (I'll Remember)	2
Have You Ever Been in Love - 2010 Remastered Version	1
Out Of The Blue	1
Unbelievable	2
And I Am Telling You (with Nicole Scherzinger)	1
Silvery Moon	2
In My Place	1
Love Child	1
Let’s Go Home Together	1
I Live For You	1
Slow Down - Remastered 2009	2
Rhythm Of Life	3
Love the One You're With	2
Chocolate	2
Here I Am	1
I Want That Man	1
Romeo And Juliet	1
Set In Stone	2
A Little Bit of Soap	1
Gimme Little Sign	1
Rock Me Amadeus	1
It's Probably Me	2
It's All Right	2
If I Never See Your Face Again	1
High	2
Breaking the Girl	2
D.W. Washburn - 1968 Stereo Mix	1
Spinning Around	1
Hey Bitty - Main	3
Midlife Crisis	1
I Love My Life	2
Don't Start Now - Purple Disco Machine Remix	1
Little Arrows	1
In Your Eyes (with Doja Cat) - Remix	1
Lights Down Low	1
What A Wonderful World	4
Always Something There To Remind Me	1
'Til You Do Me Right	1
Here I Go Again - 1987 Version; 2008 Remaster	1
Helping Hand	1
Dragostea Din Tei - Original Romanian Version	1
Rollercoaster	1
I Don't Like Mondays	1
How Bizarre	1
Cry Baby	1
Thunder in My Heart Again (Radio Edit)	1
Who You Are	2
Big Yellow Taxi	5
Under The Milky Way	1
Mr. Brightside	1
The Nights	1
Walking On A Dream	4
Too Good	2
Cupid - Twin Ver.	2
Double Vision	2
Highway to Hell	2
Higher Ground - Remastered 2003	1
He Walks Like A Man	3
Stay Awake	1
There for You	1
Cheers (Drink To That)	1
Hello, You Beautiful Thing	1
Afire Love	1
Harlem	2
Let Your Love Flow	1
Why You Had to Leave - Acoustic Edit	1
Summer Breeze	1
What's The Frequency, Kenneth?	2
Coin Laundry	2
I'd Do Anything For Love (But I Won't Do That) - Single Edit	2
Sandstorm	2
Differences	1
Real Life	1
All Of This	1
I Love Me	1
Man's Not Hot	2
So Into You	2
Last Kiss	1
We Belong	1
Shout Shout (Knock Yourself Out)	1
Do What You Do Well	1
The Boxer	1
La Grange - 2005 Remaster	2
White Noise	1
Saturday Night at the Movies	1
Soldier Boy	2
Techno Fan	1
Can't Hold Back (feat. Macy Gray)	3
Purple Pills	1
You're The Reason I'm Living	1
And I'm Telling You I'm Not Going	1
Time Is On My Side - Mono Version	2
Eyes Closed	1
Don't You Know - Radio Edit	2
Mad at Disney	2
Close Your Eyes	1
Hand on Heart	1
FutureSex / LoveSound	1
You Really Got Me - Mono Mix	1
...Baby One More Time	2
Freefall	1
Drive You Mad	3
Bored To Death	1
Ain't Nobody (Loves Me Better)	1
Feel So Close - Radio Edit	1
Janie's Got A Gun	2
Toosie Slide	3
Have I Told You Lately - 2008 Remaster	2
Hips Don't Lie (feat. Wyclef Jean)	1
Let's Go All The Way	1
Too Funky - Remastered 2006	1
From The Music	1
The Forgotten	1
Missing You	1
Who'd Have Known	2
Hollaback Girl	3
Ferry Cross the Mersey - Mono; 2002 Remaster	2
Love Like This	2
Get It	1
Stronger (feat. Kesha)	1
Metal Guru	1
YOUTH	3
There's Always Me - alt. take 2	2
Oh, Monah	2
(Such An) Easy Question	1
I'm Real	3
Timebomb	1
Modern Girl - 2014 Remastered Version	1
The Island, Pt. II (Dusk)	1
Neutron Dance	1
99 Luftballons	2
Black Hole Sun	3
The Fixer	1
The Door	1
Misty Blue	2
This Girl - Kungs Vs. Cookin' On 3 Burners	2
The Hills	1
Get Set	1
Intentions (feat. Quavo)	1
Who Put The Bomp	2
If I Go	2
Don't You Think It's Time	1
We Are All Made Of Stars	2
Turning Japanese - Non Stop Edit	2
A Million to One	1
Blue Monday - 2016 Remaster	1
24K Magic	2
Coco Jamboo - Radio Version	1
Crying for No Reason	1
Rock and Roll (Part 1)	2
Forever - Lady of Soul	1
Those Kinda Nights (feat. Ed Sheeran)	2
Misty - 1975 #3Country; #14Pop Billboard chart hit	1
Eagle Rock - 2011 Remaster	1
Love Me Again	1
Memphis T-Shirt	3
The Very Thought of You	1
R U Crazy - Radio Edit	1
What I Did for Love (feat. Emeli Sandé)	2
Abergavenny	1
All You Need Is Love - Remastered 2009	1
rockstar (feat. 21 Savage)	1
Trust Myself	3
It Keeps Right On A-Hurtin'	1
Please Stay - Single Version	1
everything i wanted	1
No Secrets	1
Song for Anna	2
Raise The Alarm	1
Larger Than Life	2
Moments (feat. Gavin James)	1
Wind Of Change	1
A Walk In The Black Forest	3
When Your Love Is Gone	1
Rockin' for Myself	1
On A Plain	1
Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Radio Edit	1
Everybody Loves Me But You	1
Sweet but Psycho	1
Sunshine Of Your Love	1
Your Song Saved My Life - From Sing 2	1
Feel The Love	2
1-2-3 - Single Version	1
Lanterns - Single Version	1
Endless Summer Nights	1
Trust Fund Baby	2
Don't Lie	1
Bad Girls	2
People Get Ready	3
Radio Ga Ga - Remastered 2011	1
I Don’t Wanna Live Forever (Fifty Shades Darker)	1
The Pushbike Song	2
Red Red Wine	2
America	1
She's No You	1
Stop Stop Stop - Mono; 1999 Remaster	1
Surf City - Remastered 1990/Stereo Remix	1
Looking Through Patient Eyes	1
Saved	1
Ginger Man	2
We No Speak Americano	1
Love My Life	1
Funkytown	1
Take A Long Line	2
Memphis Tennessee	2
Godzilla (feat. Juice WRLD)	1
Panama	1
Little Diane	2
A World Without Love - 2002 Remaster	1
Rubber Bullets	1
Unforgettable - Mariah Carey Acoustic Remix	1
It's All Over Now, Baby Blue	1
Come Home	2
Just Another Night	1
Underneath It All	2
Crush	1
Are You Bored Yet? (feat. Clairo)	1
Sway Sway Baby!	1
Marvin Gaye (feat. Meghan Trainor)	1
Safe Inside	1
Personal	1
Petals and Leaves	1
Don't Take It Personal (Just One of Dem Days)	1
Celebration	1
Satisfied	1
Hold Me Up	1
Listen Like Thieves	1
Want to Want Me	2
test drive	2
Infinity	2
Take a Letter, Maria	1
Lady Marmalade	1
Long Live the Summer	1
What If	1
Drunk Girls	1
Peace of Mind	3
The Prize (feat. Bridgette Amofah)	1
Do You Want Me	2
Slide Away	3
Shallow	1
Passerby	1
The Rascal King	1
Murder Reigns	1
Runaway Train (2022 Remaster)	1
Sweet Nothing (feat. Florence Welch)	1
Fame	1
Hold On Loosely	1
Are You Old Enough	1
Get Down Tonight	1
Oh Boy!	1
Tell Me You Love Me	1
Separate Ways	2
Where the Wild Roses Grow	1
Body Say	1
Tucker's Daughter	2
If You're Over Me	1
World	1
Hot Blooded	1
I Want Your Love	1
Steal My Sunshine - Single Version	1
Till the World Ends	2
I Wanna Dance with Somebody (Who Loves Me)	2
Everything	1
Smalltown Boy	1
Against All Odds (Take A Look at Me Now) (feat. Westlife)	1
Rocket Man (I Think It's Going To Be A Long, Long Time)	1
Swingin' School	1
To Be With You	1
You're Such a Good Looking Woman	1
Opposites Attract	1
Rev It Up	1
Dance Hall Days	1
Denise	1
Married In Vegas	2
Virtual Insanity - Remastered	1
Live in the Moment	1
Sink the Bismark	1
LaserLight	1
Blow Your Mind (Mwah)	2
Never Let You Go - 2008 Remaster	1
Painted, Tainted Rose	1
It Was Always You	1
SummerThing!	1
For The Night (feat. Lil Baby & DaBaby)	1
Feels like the First Time - 2008 Remaster	1
It's Gonna Be Me	2
Beautiful Noise	1
Hallelujah	1
Too Much To Ask	1
Just the Way It Is, Baby	1
Cruel - Remastered	1
One Of Us	1
Bits and Pieces - 2019 - Remaster	1
How Do I Say Goodbye	1
Eternal Flame	1
Take My Breath - Single Version	1
Fade Into Darkness - Vocal Radio Mix	1
Love Me Like You	5
The Devil Went Down to Georgia	3
Gotta Be Somebody	1
Against All Odds (Take a Look at Me Now) - 2016 Remaster	1
Be Kind (with Halsey)	1
Bless My Soul	1
Playinwitme (feat. Kehlani)	1
In My Little Corner Of The World	1
If I Know You	1
When The River Runs Dry	2
X-Files Theme (Skitz Radio Mix)	1
I'll Be Loving You (Forever)	1
Dark Times	1
Beautiful Sunday	1
(Kissed You) Good Night	1
Emotional Rescue - Remastered 2009	2
Yester-Me, Yester-You, Yesterday	1
Wish You Were Here	1
Catch the Wind	1
Bony Moronie	1
I Know	1
My Own Way - 2009 Remaster	1
Woman - Remastered 2010	1
I Started A Joke	1
Kiss Me Thru The Phone	1
2 Times - Original	1
Bad To The Bone	1
A Horse with No Name	1
Go All Night	1
The Show Must Go On - Remastered 2011	1
Gimme Gimme - Original	1
Think About Tomorrow Today	1
So Beautiful - Single Version	1
Otherside	1
Working for the Weekend	1
Miss Devine	1
You & Me	1
Arthur's Theme (Best That You Can Do)	1
She's so High	1
The Hampsterdance Song	1
Elastic Heart	1
The Twist	1
Let's Spend The Night Together	2
Computer Games	1
Lonely Together (feat. Rita Ora)	1
Oh My	1
I'd Lie For You (And That's The Truth)	1
With Or Without You - Remastered	1
Can't Rely on You	1
Heatseeker	1
Put 'Em High - StoneBridge & JJ Radio	1
Smokin'	1
Into the Night (feat. Chad Kroeger)	1
Rock It	1
Hold Back The River	1
Truthfully	1
Respectable	1
Twisted - Single Version; 2007 Remaster	1
Bailamos	1
I Want To Break Free - Remastered 2011	1
Not Ready to Make Nice	1
Leave (Get Out)	1
You All Dat	1
I Cry	1
Amazed	1
Don't Phunk With My Heart	1
I'm Shakin'	1
That's How You Know (feat. Kid Ink & Bebe Rexha)	1
My Delirium	1
I Wanna Be the Only One (feat. Bebe Winans)	1
Castles in the Air	2
Tongue Tied	1
Where Do You Go To (My Lovely)	1
Uptown Girl - Radio Edit	1
Part Of The Union	1
19-2000	1
I'm Sorry	2
Back to You (feat. Bebe Rexha & Digital Farm Animals)	1
I Like The Way - Radio Edit	1
Harper Valley P.T.A.	1
Anywhere Away From Here (Rag’n’Bone Man & P!nk)	1
Stir Fry	1
Gravy (For My Mashed Potatoes)	1
Love...Thy Will Be Done - Single Version	1
Run to You	2
Domino	1
If I Only Had Time	1
Rhythm of My Heart	1
Sweet Lullaby	1
United We Stand	1
Always Come Back To Your Love	1
My My My!	1
P.I.M.P.	1
Fortune Teller - Mono	1
The Distance	1
